filename label prob bin
./data/CelebA/images/095386.jpg 0.0 0.96462923 9
./data/CelebA/images/153136.jpg 0.0 0.92665577 9
./data/CelebA/images/102465.jpg 0.0 0.97915 9
./data/CelebA/images/125074.jpg 0.0 0.9245268 9
./data/CelebA/images/062159.jpg 0.0 0.99749726 9
./data/CelebA/images/188166.jpg 0.0 0.99672616 9
./data/CelebA/images/164397.jpg 0.0 0.9690586 9
./data/CelebA/images/018589.jpg 0.0 0.924711 9
./data/CelebA/images/167374.jpg 0.0 0.95231664 9
./data/CelebA/images/063856.jpg 0.0 0.9772636 9
./data/CelebA/images/141656.jpg 0.0 0.9417527 9
./data/CelebA/images/174981.jpg 0.0 0.98983896 9
./data/CelebA/images/200639.jpg 0.0 0.9065066 9
./data/CelebA/images/062395.jpg 0.0 0.91238713 9
./data/CelebA/images/159887.jpg 0.0 0.94438994 9
./data/CelebA/images/026349.jpg 0.0 0.9590578 9
./data/CelebA/images/024156.jpg 0.0 0.9190771 9
./data/CelebA/images/146047.jpg 0.0 0.940578 9
./data/CelebA/images/127516.jpg 0.0 0.9795632 9
./data/CelebA/images/060621.jpg 0.0 0.90834236 9
./data/CelebA/images/154842.jpg 0.0 0.97971034 9
./data/CelebA/images/156453.jpg 0.0 0.9883726 9
./data/CelebA/images/120764.jpg 0.0 0.9067156 9
./data/CelebA/images/076727.jpg 0.0 0.9645501 9
./data/CelebA/images/200168.jpg 0.0 0.97416 9
./data/CelebA/images/052781.jpg 0.0 0.98636776 9
./data/CelebA/images/055946.jpg 0.0 0.9693927 9
./data/CelebA/images/005201.jpg 0.0 0.96792585 9
./data/CelebA/images/148748.jpg 0.0 0.97679716 9
./data/CelebA/images/048055.jpg 0.0 0.95601857 9
./data/CelebA/images/081036.jpg 0.0 0.986161 9
./data/CelebA/images/165626.jpg 0.0 0.9983601 9
./data/CelebA/images/091500.jpg 0.0 0.93275934 9
./data/CelebA/images/133823.jpg 0.0 0.9789778 9
./data/CelebA/images/024390.jpg 0.0 0.9198571 9
./data/CelebA/images/191611.jpg 0.0 0.99665725 9
./data/CelebA/images/155272.jpg 0.0 0.9910828 9
./data/CelebA/images/167843.jpg 0.0 0.9735517 9
./data/CelebA/images/006713.jpg 0.0 0.9976857 9
./data/CelebA/images/187031.jpg 0.0 0.9939375 9
./data/CelebA/images/013216.jpg 0.0 0.9893175 9
./data/CelebA/images/201867.jpg 0.0 0.982501 9
./data/CelebA/images/195637.jpg 0.0 0.98239625 9
./data/CelebA/images/056886.jpg 0.0 0.9332836 9
./data/CelebA/images/165495.jpg 0.0 0.9925821 9
./data/CelebA/images/036875.jpg 0.0 0.9546663 9
./data/CelebA/images/064218.jpg 0.0 0.99371874 9
./data/CelebA/images/014975.jpg 0.0 0.9563919 9
./data/CelebA/images/193610.jpg 0.0 0.93765765 9
./data/CelebA/images/158725.jpg 0.0 0.9963787 9
./data/CelebA/images/191071.jpg 0.0 0.98761743 9
./data/CelebA/images/098848.jpg 0.0 0.9265166 9
./data/CelebA/images/127187.jpg 0.0 0.9561573 9
./data/CelebA/images/186322.jpg 0.0 0.98256505 9
./data/CelebA/images/109121.jpg 0.0 0.99731016 9
./data/CelebA/images/065669.jpg 0.0 0.95865345 9
./data/CelebA/images/188031.jpg 0.0 0.9405971 9
./data/CelebA/images/095346.jpg 0.0 0.9983935 9
./data/CelebA/images/100880.jpg 0.0 0.9931932 9
./data/CelebA/images/192652.jpg 0.0 0.98955965 9
./data/CelebA/images/151154.jpg 0.0 0.9501064 9
./data/CelebA/images/052561.jpg 0.0 0.995372 9
./data/CelebA/images/163373.jpg 0.0 0.9406336 9
./data/CelebA/images/015135.jpg 0.0 0.9712073 9
./data/CelebA/images/159830.jpg 0.0 0.9215453 9
./data/CelebA/images/181604.jpg 0.0 0.9983524 9
./data/CelebA/images/133223.jpg 0.0 0.9597845 9
./data/CelebA/images/099513.jpg 0.0 0.9736893 9
./data/CelebA/images/195335.jpg 0.0 0.99553776 9
./data/CelebA/images/047346.jpg 0.0 0.95477355 9
./data/CelebA/images/044102.jpg 0.0 0.9970457 9
./data/CelebA/images/009429.jpg 0.0 0.9948126 9
./data/CelebA/images/164640.jpg 0.0 0.97177076 9
./data/CelebA/images/071510.jpg 0.0 0.9120609 9
./data/CelebA/images/164165.jpg 0.0 0.9004477 9
./data/CelebA/images/005187.jpg 0.0 0.98560923 9
./data/CelebA/images/156411.jpg 0.0 0.9586436 9
./data/CelebA/images/157995.jpg 0.0 0.9946339 9
./data/CelebA/images/158876.jpg 0.0 0.9559605 9
./data/CelebA/images/195243.jpg 0.0 0.9538166 9
./data/CelebA/images/032473.jpg 0.0 0.96009856 9
./data/CelebA/images/011432.jpg 0.0 0.95319694 9
./data/CelebA/images/188654.jpg 0.0 0.9469966 9
./data/CelebA/images/004297.jpg 0.0 0.94735426 9
./data/CelebA/images/123619.jpg 0.0 0.9672433 9
./data/CelebA/images/063216.jpg 0.0 0.9297014 9
./data/CelebA/images/156811.jpg 0.0 0.9980878 9
./data/CelebA/images/121083.jpg 0.0 0.9971654 9
./data/CelebA/images/062209.jpg 0.0 0.9458922 9
./data/CelebA/images/150337.jpg 0.0 0.9449858 9
./data/CelebA/images/166702.jpg 0.0 0.90682083 9
./data/CelebA/images/048251.jpg 0.0 0.9752586 9
./data/CelebA/images/188716.jpg 0.0 0.9445307 9
./data/CelebA/images/175509.jpg 0.0 0.95101696 9
./data/CelebA/images/165079.jpg 0.0 0.9920089 9
./data/CelebA/images/105742.jpg 0.0 0.9436451 9
./data/CelebA/images/077559.jpg 0.0 0.95510024 9
./data/CelebA/images/190604.jpg 0.0 0.9500886 9
./data/CelebA/images/106745.jpg 0.0 0.95012724 9
./data/CelebA/images/032870.jpg 0.0 0.98842794 9
./data/CelebA/images/000582.jpg 0.0 0.9820239 9
./data/CelebA/images/176007.jpg 0.0 0.9949649 9
./data/CelebA/images/131960.jpg 0.0 0.9565761 9
./data/CelebA/images/008834.jpg 0.0 0.95113325 9
./data/CelebA/images/018232.jpg 0.0 0.91495866 9
./data/CelebA/images/122276.jpg 0.0 0.95002794 9
./data/CelebA/images/171455.jpg 0.0 0.91342306 9
